ID;Nome;Incorporadora;Bairro;Cidade;UF;Endereco;Status;Area_Min_m2;Area_Max_m2;Preco_Min;Preco_Max;Quartos;Suites;Vagas;Previsao_Entrega;Contato_Nome;Telefone;Email;WhatsApp;Comissao_PJ_%;Comissao_PF_%;Total_Unidades;Andares;Unid_por_Andar;Estoque;Data_Lancamento;Descricao;Website;Qtd_Arquivos;Apresentacoes;Books;Folders;Tabelas;URL_Orulo
"65599";"Mont Syrah";"APTO Empreendimentos";"";"";"";"Silva Jardim";"Em construção";"28.03";"97.94";"407294.95";"";"";"";"";"";"Fabiano Cecato";"(41) 99619-8727";"fcmenge@gmail.com";"(41) 99619-8727";"4";"";"272";"";"";"24";"01/12/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"Mont_Syrah_Apresentação_Apresentacao_mont_syrah.pdf";"";"";"Mont_Syrah_Tabela_tabela_mont_syrah_marco_2026.pdf";"https://www.orulo.com.br/buildings/65599"
"65600";"El Arte Moradas Concepto";"Inndesa Incorporadora";"";"";"";"José Izidoro Biazetto";"Em construção";"68.42";"242.78";"864238.96";"";"";"";"";"";"Wesley";"(41) 99656-6497";"comercial@inndesa.com.br";"(41) 99656-6497";"4";"3";"62";"";"";"21";"01/09/2024";"Bem-vindo ao empreendimento que redefine o sentido de morar bem. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"El_Arte_Moradas_Concepto_Tabela_tabela_el_arte_moradas_concepto_marco_2026.pdf";"https://www.orulo.com.br/buildings/65600"
"65642";"Equilíbrio Alta";"Equilíbrio";"";"";"";"Visconde do Rio Branco";"Em construção";"86.68";"334.42";"1304853.21";"";"";"";"";"";"Central de Vendas";"(41) 99800-0444";"marketing@equilibrio.eng.br";"(41) 99800-0444";"4";"";"44";"";"";"19";"28/06/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Equilbrio_Alta_Tabela_tabela_equilibrio_alta_abril_2026.pdf";"https://www.orulo.com.br/buildings/65642"
"65714";"Gioia";"Embraed Empreendimentos PR";"";"";"";"Deputado Heitor Alencar Furtado";"Em construção";"365.9";"378.32";"9155576.8";"";"";"";"";"";"Cleverson";"(47) 99274-5407";"cleverson.cruz@embraed.com.br";"(47) 99274-5407";"";"";"37";"";"";"18";"01/11/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"";"Gioia_Tabela_tabela_gioia_marco_2026.pdf";"https://www.orulo.com.br/buildings/65714"
"65877";"Compass Coliving";"Jal Empreendimentos";"";"";"";"Visconde de Nacar";"Em construção";"16.32";"33.7";"299919.21";"";"";"";"";"";"Antônio Carlos";"(41) 98487-8585";"antoniocarlos@schooner.com.br";"(41) 98487-8585";"";"";"161";"";"";"16";"01/11/2023";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"4";"";"";"";"Compass_Coliving_Tabela_tabela_compass_coliving_marco_2026.pdf | Compass_Coliving_Tabela_tabela_compass_coliving_marco_2026_disponibilidade.pdf";"https://www.orulo.com.br/buildings/65877"
"65951";"The Balance";"O3 Empreendimentos";"";"";"";"Martim Afonso";"Em construção";"21.87";"87.15";"415000";"";"";"";"";"";"Alice";"(41) 99777-7679";"alice.davalo@o3empreendimentos.com.br";"(41) 99777-7679";"4";"4";"84";"";"";"10";"01/08/2024";"A oportunidade de viver uma experiência única, onde o equilíbrio entre o urbano e o natural faz parte do seu cotidiano. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"The_Balance_Tabela_tabela_the_balance_marco_2026.pdf";"https://www.orulo.com.br/buildings/65951"
"66211";"High City Habitat 2 (Torre C)";"Hype";"";"";"";"Francisco Ader";"Em construção";"29.37";"70.1";"352900";"";"";"";"";"";"Rafaela Oliveira (suporte ao corretor)";"(41) 99905-0281";"rafaela.oliveira@sejahype.com.br";"(41) 99905-0281";"4";"";"70";"";"";"5";"01/02/2023";"High 200 unidades distribuídas em três torres, com térreo destinado a vagas de garagem e ático. 40 áreas de lazer. A Torre A possui 6 andares de apartamentos, totalizando 60 unidades, enquanto as Torr";"";"19";"";"";"";"High_City_Habitat_2_Torre_C_Tabela_tabela_high_city_habitat_2__torre_c__abril_2026.pdf";"https://www.orulo.com.br/buildings/66211"
"66222";"Vega Neoville";"Rottas Construtora";"";"";"";"Agostinho Brusamolin";"Em construção";"46.25";"93.52";"386997";"";"";"";"";"";"RICARDO";"(41) 99983-1700";"ricardo.cesar@rottasvendas.com.br";"(41) 99983-1700";"4";"";"192";"";"";"70";"28/01/2025";"Ideal para quem busca conforto, segurança e conveniência. Descubra o Vega Neoville, localizado no coração do bairro planejado Neoville, em Curitiba. Com um projeto inovador e qualidade de vida incompa";"";"2";"";"";"";"Vega_Neoville_Tabela_tabela_vega_neoville_marco_2026.pdf";"https://www.orulo.com.br/buildings/66222"
"66296";"Tekoá";"Coral Engenharia";"";"";"";"Trajano Reis";"Em construção";"27";"49";"342051.03";"";"";"";"";"";"Rodrigo - Coral Engenharia";"11 98637-8000";"buonamoratta@gmail.com";"11 98637-8000";"4";"4";"71";"";"";"42";"08/04/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"Teko_Apresentação_Apresenta__o_tekoa_-_breve_lancamento.pdf";"";"";"Teko_Tabela_tabela_tekoa_abril_2026.pdf";"https://www.orulo.com.br/buildings/66296"
"66329";"Bliss Campus";"Incorporare";"";"";"";"Francisco Nunes";"Em construção";"75.36";"75.36";"574405.27";"";"";"";"";"";"Mandryk";"(41) 99922-9956";"comercial@andraderibeiro.com.br";"(41) 99922-9956";"4";"3";"64";"";"";"12";"01/12/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Bliss_Campus_Tabela_tabela_bliss_campus_abril_2026.pdf";"https://www.orulo.com.br/buildings/66329"
"66882";"MontVerde";"MontVerde LTDA";"";"";"";"Ubaldino do Amaral";"Em construção";"45.55";"113.72";"558360";"";"";"";"";"";"Fabiano Cecato";"(41) 99619-8727";"fcmenge@gmail.com";"(41) 99619-8727";"5";"";"68";"";"";"48";"01/02/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"5";"MontVerde_Apresentação_Apresentacao_montverde.pdf";"";"";"MontVerde_Tabela_tabela_montverde_marco_2026.pdf";"https://www.orulo.com.br/buildings/66882"
"67182";"Ara";"Veres";"";"";"";"Amazonas";"Em construção";"76.27";"255.19";"866119.29";"";"";"";"";"";"Guilherme  ";"(41) 99606-2244";"guilherme@veres.com.br";"(41) 99606-2244";"5";"4";"40";"";"";"26";"10/04/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"Ara_Book_Book_ara.pdf";"";"Ara_Tabela_tabela_ara_marco_2026.pdf";"https://www.orulo.com.br/buildings/67182"
"67310";"Goa";"Tricon";"";"";"";"Alcebíades Plaisant";"Em construção";"46.68";"202.64";"593000";"";"";"";"";"";"Construtora Tricon";"(41) 98701-3475";"comercial@construtoratricon.com.br";"(41) 98701-3475";"4";"";"33";"";"";"9";"01/01/2025";"Uma arquitetura única que se integra ao entorno do Água Verde, um dos bairros mais prestigiados de Curitiba. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"6";"Goa_Apresentação_Apresentacao_goa_2.pdf";"Goa_Book_Book_goa_2.pdf";"";"Goa_Tabela_tabela_goa_abril_2026.pdf";"https://www.orulo.com.br/buildings/67310"
"67878";"Elos Prudente";"Concrezatto Construtora";"";"";"";"Prudente de Moraes";"Em construção";"20.83";"56.74";"325900";"";"";"";"";"";"Antônio Lorenzatto";"(41) 99648-0900";"concrezatto@gmail.com";"(41) 99648-0900";"4";"4";"53";"";"";"11";"01/12/2024";"Inspirado na força das conexões que transformam e constroem o futuro, Elos é um símbolo da união entre sofisticação, inovação e valorização do seu patrimônio. Cada detalhe deste projeto foi cuidadosam";"";"5";"";"Elos_Prudente_Book_Book_elos_prudente.pdf";"";"Elos_Prudente_Tabela_tabela_elos_prudente_marco_2026.pdf";"https://www.orulo.com.br/buildings/67878"
"67931";"Sense 1910";"Benvecon";"";"";"";"Capitão João Zaleski";"Em construção";"18.62";"40.79";"171090";"";"";"";"";"";"Maike";"(41) 99578-9640";"maike.fragoso@outlook.com";"(41) 99578-9640";"4";"4";"46";"";"";"36";"11/08/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"";"Sense_1910_Book_Book_sense_1910_2.pdf";"";"Sense_1910_Tabela_tabela_sense_1910_marco_2026.pdf";"https://www.orulo.com.br/buildings/67931"
"67998";"Máter";"Porto Camargo";"";"";"";"Professor Arthur Loyola";"Em construção";"168.32";"389.12";"2545710";"";"";"";"";"";"Nicole Oliveira";"(41) 99957-1040";"suportecomercial1@portocamargo.com.br";"(41) 99957-1040";"4";"";"23";"";"";"14";"01/03/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"4";"";"Mter_Book_Book_mater_2.pdf";"";"Mter_Tabela_tabela_mater_marco_2026.pdf";"https://www.orulo.com.br/buildings/67998"
"68167";"Cedrat";"Cima";"";"";"";"República Argentina";"Em construção";"141";"159";"2002000";"";"";"";"";"";"Ana";"(41)3270-1451";"comercial@cimaengenharia.com.br";"(41)3270-1451";"4";"";"92";"";"";"49";"01/03/2025";"O CEDRAT redefine os padrões de sofisticação e exclusividade. Inspirado nas pedras preciosas, este empreendimento combina arquitetura de vanguarda, design sofisticado e bem-estar para criar um espaço ";"";"3";"";"Cedrat_Book_Book_cedrat.pdf";"";"Cedrat_Tabela_tabela_cedrat_marco_2026.pdf";"https://www.orulo.com.br/buildings/68167"
"68212";"Átrio";"Plaenge PR";"";"";"";"Professor Pedro Viriato Parigot de Souza";"Em construção";"170.82";"239.59";"2726770";"";"";"";"";"";"Vandrei Tesser";"(41) 9619-9752";"";"(41) 9619-9752";"";"";"49";"";"";"22";"23/11/2024";"Eleve seu nível em morar. O espaço mais importante é sua casa, como um todo. Amplo para receber quem quiser, e como quiser. Amplo para sua vida, como deve ser. Arquitetura integrada ao Ecoville. Preço";"";"1";"";"";"";"trio_Tabela_tabela_atrio_marco_2026.pdf";"https://www.orulo.com.br/buildings/68212"
"68270";"Pulse";"Vanguard PR";"";"";"";"Guilherme Pugsley";"Em construção";"79.33";"236.72";"978799.72";"";"";"";"";"";"Alexandre Santos";"(41) 98738-2069";"";"(41) 98738-2069";"";"";"116";"";"";"21";"21/09/2024";"Pulse é um empreendimento que conta com modernidade e inovação, com espaços dinâmicos e que geram experiências agradáveis e leves aos moradores. O conceito manifesta o viver intenso de quem busca o li";"";"1";"";"Pulse_Book_Book_pulse.pdf";"";"";"https://www.orulo.com.br/buildings/68270"
"68275";"Suiça Flats Atílio Bório";"Suiça Flats Incorporações";"";"";"";"Atílio Bório";"Em construção";"22.69";"70.95";"278750";"";"";"";"";"";"André Melo";"(41) 99661-2983";"contato@suicaflats.com.br";"(41) 99661-2983";"";"";"59";"";"";"12";"12/05/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Suia_Flats_Atlio_Brio_Tabela_tabela_suica_flats_atilio_borio_marco_2026.pdf";"https://www.orulo.com.br/buildings/68275"
"68276";"Suiça Flats Fernando Amaro";"Suiça Flats Incorporações";"";"";"";"Fernando Amaro";"Em construção";"22.57";"22.57";"306794.19";"";"";"";"";"";"André Melo";"(41) 99661-2983";"contato@suicaflats.com.br";"(41) 99661-2983";"";"";"59";"";"";"5";"12/05/2025";"O Suíça Flats Fernando Amaro oferece qualidade e conforto em cada detalhe, desde o projeto até o acabamento. Com uma fachada moderna e imponente, foi pensado para proporcionar uma experiência única. C";"";"2";"";"Suia_Flats_Fernando_Amaro_Book_Book_suica_flats_fernando_amaro.pdf";"";"Suia_Flats_Fernando_Amaro_Tabela_tabela_suica_flats_fernando_amaro_marco_2026.pdf";"https://www.orulo.com.br/buildings/68276"
"68278";"Arte Batel";"Víncere";"";"";"";"Carmelo Rangel";"Em construção";"178.86";"462.81";"3737504";"";"";"";"";"";"Krisellen Boaretto";"(41) 9903-2044";"comercial@vincereincoporadora.com.br";"(41) 9903-2044";"4";"";"34";"";"";"22";"10/04/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Arte_Batel_Book_Book_arte_batel.pdf";"";"Arte_Batel_Tabela_tabela_arte_batel_marco_2026.pdf";"https://www.orulo.com.br/buildings/68278"
"68369";"Bosque Hype Casa Nativa";"Hype";"";"";"";"Celestino Júnior";"Em construção";"24.17";"85.09";"410836.88";"";"";"";"";"";"Rafaela Oliveira (suporte ao corretor)";"(41) 99905-0281";"rafaela.oliveira@sejahype.com.br";"(41) 99905-0281";"4";"";"41";"";"";"10";"24/04/2025";"Bosque Hype Casa Nativa é um empreendimento residencial em torre única, com 41 unidades distribuídas em seis pavimentos. O projeto oferece uma variedade de tipologias, incluindo studios, apartamentos ";"";"33";"";"";"";"Bosque_Hype_Casa_Nativa_Tabela_tabela_bosque_hype_casa_nativa_abril_2026.pdf";"https://www.orulo.com.br/buildings/68369"
"68408";"Madrid";"Reus Construtora";"";"";"";"Isaías Régis de Miranda";"Em construção";"63.65";"117.21";"509000";"";"";"";"";"";"Fernando";"(41) 99999-3335";"fernando@construtorareus.com.br";"(41) 99999-3335";"4";"4";"16";"";"";"13";"01/10/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"7";"";"Madrid_Book_Book_madrid_2.pdf";"";"Madrid_Tabela_tabela_madrid_marco_2026.pdf";"https://www.orulo.com.br/buildings/68408"
"68651";"Tamoios";"Cosmos Incorporadora";"";"";"";"Tamoios";"Em construção";"96.93";"196.45";"1293714.14";"";"";"";"";"";"Rogerio ";"(41) 99115-5959";"";"(41) 99115-5959";"4";"4";"28";"";"";"23";"15/04/2025";"O Residencial Tamoios está localizado na Rua Tamoios, 370, esquina com a Rua Professor Álvaro Jorge, no bairro Vila Izabel – Curitiba – PR. A região conta com uma excelente infraestrutura comercial, c";"";"2";"Tamoios_Apresentação_Apresenta__o_tamoios.pdf";"";"";"Tamoios_Tabela_tabela_tamoios_marco_2026.pdf";"https://www.orulo.com.br/buildings/68651"
"68973";"Atmos Ecoville";"CGL";"";"";"";"Jeremias Maciel Perretto";"Em construção";"197.44";"206.9";"2532264.26";"";"";"";"";"";"José Fernando Rodrigues";"(41) 99938-3085";"rodrigues@cgl.com.br";"(41) 99938-3085";"4";"4";"37";"";"";"20";"30/05/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"Atmos_Ecoville_Apresentação_Apresenta__o_atmos_ecoville_-_breve_lancamento.pdf";"Atmos_Ecoville_Book_Book_atmos_ecoville_-_breve_lancamento.pdf";"";"Atmos_Ecoville_Tabela_tabela_atmos_ecoville_marco_2026.pdf";"https://www.orulo.com.br/buildings/68973"
"69234";"Cosmo Hype Living";"Hype";"";"";"";"Fernando Amaro";"Em construção";"26.23";"70.97";"409900";"";"";"";"";"";"Rafaela Oliveira (suporte ao corretor)";"(41) 99905-0281";"rafaela.oliveira@sejahype.com.br";"(41) 99905-0281";"4";"";"128";"";"";"37";"31/07/2025";"Cosmo Hype Living é um empreendimento residencial em torre única, com 128 unidades distribuídas em sete pavimentos, além de ático. O projeto oferece diversas tipologias, incluindo studios, apartamento";"";"18";"";"";"";"Cosmo_Hype_Living_Tabela_tabela_cosmo_hype_living_abril_2026.pdf";"https://www.orulo.com.br/buildings/69234"
"69261";"Sieg Arenna";"Welt Empreendimentos";"";"";"";"Coronel Dulcídio";"Em construção";"19.11";"31.82";"273418.82";"";"";"";"";"";"Johann Harder";"(41) 99189-5134";"johann@weltempreendimentos.com.br";"(41) 99189-5134";"4";"4";"46";"";"";"20";"01/05/2025";"O Sieg Arenna é um empreendimento concebido para entregar eficiência, sofisticação e valorização consistente em uma das regiões mais vibrantes de Curitiba – PR. Localizado a poucos metros da Arena da ";"";"1";"";"";"";"Sieg_Arenna_Tabela_tabela_sieg_arenna_marco_2026.pdf";"https://www.orulo.com.br/buildings/69261"
"69427";"Bioma";"ATR Incorporadora PR";"";"";"";"Marechal Mallet";"Em construção";"90";"309.44";"1343738.16";"";"";"";"";"";"Hellida Zepechouka";"(41) 98717-2416";"hellida.comercial@atrincorporadora.com.br";"(41) 98717-2416";"4";"";"50";"";"";"26";"01/09/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece! Além das 50 unidades residenciais o empreendimento tem 5 salas comerciais. Preço e disponibilidade do imóvel sujeitos a";"";"8";"Bioma_Apresentação_Apresentacao_bioma.pdf";"Bioma_Book_Book_bioma.pdf";"";"Bioma_Tabela_tabela_bioma_marco_2026.pdf";"https://www.orulo.com.br/buildings/69427"
"69476";"Terrasse L'Avenir";"Terrasse";"";"";"";"Monsenhor Ivo Zanlorenzi";"Em construção";"70.7";"216.66";"879000";"";"";"";"";"";"Terrasse";"(41) 3254-4567";"contato@terrasse.com.br";"(41) 3254-4567";"4";"";"96";"";"";"56";"30/07/2025";"L’avenir – do francês “O futuro”. Imagine um futuro no qual o tempo passa mais devagar, onde a vida se equilibra no ritmo da natureza. Nesse futuro a tranquilidade não é uma utopia distante, o essenci";"";"2";"";"";"Terrasse_LAvenir_Folder_Folder_terrasse_l_avenir.pdf";"Terrasse_LAvenir_Tabela_tabela_terrasse_lavenir_abril_2026.pdf";"https://www.orulo.com.br/buildings/69476"
"69526";"Manhã";"Bidese";"";"";"";"Pasteur";"Em construção";"249.56";"434";"5992078";"";"";"";"";"";"Jessilyn Heep 41 9613-0515";"(41) 98816-3938";"plataforma@bidese.com.br";"(41) 98816-3938";"4";"4";"30";"";"";"15";"07/05/2025";"No Edifício Manhã, a arquitetura de Arthur Casas se levanta em linhas horizontais para despertar a vida. A luz atravessa a trama dos brises e passeia por vãos livres. Formas puras e materiais naturais";"";"3";"Manh_Apresentação_Apresentacao_manha_2.pdf";"";"";"Manh_Tabela_tabela_manha_marco_2026.pdf";"https://www.orulo.com.br/buildings/69526"
"69610";"Now Residence";"De Domit";"";"";"";"Cabral";"Em construção";"34.79";"34.79";"365000";"";"";"";"";"";"Marcos Celles";"(41) 98831-4834";"plataformaconstrutoras@gmail.com";"(41) 98831-4834";"";"";"45";"";"";"1";"01/03/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Now_Residence_Apresentação_Apresenta__o_now_residence.pdf";"";"";"Now_Residence_Tabela_tabela_now_residence_marco_2026.pdf";"https://www.orulo.com.br/buildings/69610"
"69844";"Studio 01 - Residencial";"Pacific";"";"";"";"Imaculada Conceição";"Em construção";"18.01";"29.73";"317120.93";"";"";"";"";"";"Comercial Pacific";"(41) 99119-4090";"";"(41) 99119-4090";"";"";"104";"";"";"11";"01/02/2025";"Arquitetura, design e arte reunidos em um projeto inspirador Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"3";"Studio_01_-_Residencial_Apresentação_Apresenta__o_studio_01_-_residencial.pdf";"";"";"Studio_01_-_Residencial_Tabela_tabela_studio_01_-_residencial_marco_2026.pdf";"https://www.orulo.com.br/buildings/69844"
"69845";"Studio 01 - Lojas";"Pacific";"";"";"";"Imaculada Conceição";"Em construção";"99.01";"99.01";"1180000.19";"";"";"";"";"";"Comercial Pacific";"(41) 99119-4090";"";"(41) 99119-4090";"";"";"1";"";"";"1";"01/02/2025";"Arquitetura, design e arte reunidos em um projeto inspirador Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Studio_01_-_Lojas_Tabela_tabela_studio_01_-_lojas_marco_2026.pdf";"https://www.orulo.com.br/buildings/69845"
"69898";"Core Palácio";"Gadens";"";"";"";"André de Barros";"Em construção";"22.46";"53.8";"353121.33";"";"";"";"";"";"Rafael Zaninetti (Coordenador de Vendas)";"(41) 99968-1854";"rafael@gadens.com.br";"(41) 99968-1854";"4";"4";"429";"";"";"139";"01/07/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"6";"Core_Palcio_Apresentação_Apresentacao_core_palacio_2.pdf";"";"";"Core_Palcio_Tabela_tabela_core_palacio_abril_2026.pdf";"https://www.orulo.com.br/buildings/69898"
"70152";"Turin";"GT Building";"";"";"";"Visconde de Guarapuava";"Em construção";"31.58";"71.81";"712870";"";"";"";"";"";"Leila Regina";"(41) 99186-1135";"leila.kuns@gtbuilding.com.br";"(41) 99186-1135";"4";"3";"135";"";"";"39";"15/06/2024";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"";"Turin_Folder_Folder_turin.pdf";"Turin_Tabela_tabela_turin_abril_2026.pdf";"https://www.orulo.com.br/buildings/70152"
"70359";"Atto";"RA Empreendimentos";"";"";"";"Ricardo Lemos";"Em construção";"27.59";"121.69";"445922";"";"";"";"";"";"Zeca";"(41) 99653-4894";"expertimoveis10@gmail.com";"(41) 99653-4894";"";"";"49";"";"";"18";"01/06/2025";"O instante é tempo de agir e abrir novas páginas, de escrever confiante um novo começo. O agora é o ponto de partida, o primeiro passo para dar inicio a mais um capítulo. Aqui o movimento acontece e a";"";"2";"Atto_Apresentação_Apresenta__o_atto.pdf";"";"";"Atto_Tabela_tabela_atto_marco_2026.pdf";"https://www.orulo.com.br/buildings/70359"
"70360";"Wave";"Damiani";"";"";"";"Madre Maria dos Anjos";"Em construção";"17.29";"101.56";"299000";"";"";"";"";"";"Central de Vendas";"(41) 98889-1284";"";"(41) 98889-1284";"";"";"160";"";"";"53";"01/04/2025";"Nasce aqui, um empreendimento que transforma potencial em investimento. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"Wave_Apresentação_Apresenta__o_wave.pdf";"";"";"Wave_Tabela_tabela_wave_marco_2026.pdf";"https://www.orulo.com.br/buildings/70360"
"70491";"Casa Jobim";"GT Building";"";"";"";"Professor Pedro Viriato Parigot de Souza";"Em construção";"117.85";"214.58";"2313490";"";"";"";"";"";"Leila Regina";"(41) 99186-1135";"leila.kuns@gtbuilding.com.br";"(41) 99186-1135";"4";"3";"61";"";"";"30";"26/06/2025";"Mais que o nome, Casa Jobim tem a alma de Tom. No projeto, a leveza e a sofisticação atemporal das composições de Jobim estão presentes em detalhes que vão da arquitetura inspirada no estilo modernist";"";"1";"";"";"Casa_Jobim_Folder_Folder_casa_jobim_-_breve_lancamento.pdf";"";"https://www.orulo.com.br/buildings/70491"
"70640";"Studio Park II";"Sanches Construtora";"";"";"";"da República";"Em construção";"20.19";"51.4";"204013.58";"";"";"";"";"";"Luciano Ono";"(41) 99104-9497";"luciano@sanchesconstrutora.com.br";"(41) 99104-9497";"4";"4";"24";"";"";"8";"01/02/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"2";"";"Studio_Park_II_Book_Book_studio_park_ii.pdf";"";"Studio_Park_II_Tabela_tabela_studio_park_ii_marco_2026.pdf";"https://www.orulo.com.br/buildings/70640"
"70776";"Studio Park Guabirotuba";"Sanches Construtora";"";"";"";"Governador Jorge Lacerda";"Em construção";"21.64";"22.26";"260673.25";"";"";"";"";"";"Luciano Ono";"(41) 99104-9497";"luciano@sanchesconstrutora.com.br";"(41) 99104-9497";"4";"4";"21";"";"";"5";"01/05/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Studio_Park_Guabirotuba_Tabela_tabela_studio_park_guabirotuba_marco_2026.pdf";"https://www.orulo.com.br/buildings/70776"
"70813";"Sprada 402 Studios";"Paranaense Construtora";"";"";"";"Eduardo Sprada";"Em construção";"10.74";"22.21";"180000";"";"";"";"";"";"Fernando";"(41) 4102-9373";"";"(41) 4102-9373";"";"";"18";"";"";"18";"01/06/2025";"É o único condomínio de Stúdios da Região. É um projeto pensado para investidores. E que trará rentabilidade, facilidade de locação e a valorização do imóvel. Além de o apartamento ser oferecido já mo";"";"2";"";"Sprada_402_Studios_Book_Book_sprada_402_studios.pdf";"";"Sprada_402_Studios_Tabela_tabela_sprada_402_studios_marco_2026.pdf";"https://www.orulo.com.br/buildings/70813"
"70845";"Civitas - Studios";"Blue";"";"";"";"da Glória";"Em construção";"20.37";"45.09";"321779.22";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"4";"";"130";"";"";"19";"03/07/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"17";"";"Civitas_-_Studios_Book_Book_civitas_-_studios_2.pdf";"";"Civitas_-_Studios_Tabela_tabela_civitas_-_studios_marco_2026.pdf";"https://www.orulo.com.br/buildings/70845"
"70850";"Civitas - Lojas";"Blue";"";"";"";"da Glória";"Em construção";"32.5";"32.5";"536615.89";"";"";"";"";"";"Kovalski";"(41) 99881-3525";"kovalski@blueempreendimentos.com.br";"(41) 99881-3525";"4";"";"2";"";"";"2";"03/07/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"7";"";"Civitas_-_Lojas_Book_Book_civitas_-_lojas_2.pdf";"";"Civitas_-_Lojas_Tabela_tabela_civitas_-_lojas_marco_2026.pdf";"https://www.orulo.com.br/buildings/70850"
"70912";"Manaii";"Alcance Engenharia";"";"";"";"dos Dominicanos";"Em construção";"121.86";"122.71";"899000";"";"";"";"";"";"Fernando";"(41) 98418-8359";"fernando@alcance.eng.br";"(41) 98418-8359";"";"";"5";"";"";"4";"01/06/2025";"Localizado no tranquilo bairro Boa Vista, o Residencial Manaii é um condomínio exclusivo com apenas 5 sobrados, projetados para oferecer conforto, funcionalidade e qualidade de vida. Ideal para quem b";"";"1";"";"";"";"Manaii_Tabela_tabela_manaii_marco_2026.pdf";"https://www.orulo.com.br/buildings/70912"
"70915";"Albero";"Martelli";"";"";"";"Valdivia";"Em construção";"93.75";"231.08";"1646171.63";"";"";"";"";"";"Gomes";"(41) 99901-2629";"gomes_comercia@lmartelliconstrucoes.com.br";"(41) 99901-2629";"4";"4";"21";"";"";"15";"01/06/2025";"Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.";"";"1";"";"";"";"Albero_Tabela_tabela_albero_marco_2026.pdf";"https://www.orulo.com.br/buildings/70915"
